image_path,text,label
./data/receipts/restaurants\1000-receipt.jpg,"GREEN FIELD
5305 E PACIFIC COAST HWY
Long Beach, CA 90804
(562) 597-0906

Server: Francis Station: 3

Order #: 69923 Dine In

Table: B11 Guests: e
| Coffee 3.00
2 Lunch 45.90
1 Coke 3.00
SUB TOTAL: 51.90
Tax 1: U.68

TOTAL: $56.58

5/26/2016 12:53:10 PM

NAH

THANK YOU!

","{""location"": ""5305 E PACIFIC COAST HWY, Long Beach, CA 90804"", ""shop"": ""GREEN FIELD"", ""datetime"": ""5/26/2016 12:53:10 PM"", ""items"": [{""name"": ""Coffee"", ""quantity"": 1, ""unitprice"": 3.0, ""amount"": 3.0, ""category"": ""beverages""}, {""name"": ""Lunch"", ""quantity"": 2, ""unitprice"": 22.95, ""amount"": 45.9, ""category"": ""misc""}, {""name"": ""Coke"", ""quantity"": 1, ""unitprice"": 3.0, ""amount"": 3.0, ""category"": ""beverages""}], ""subtotal"": 51.9, ""tax"": 4.68, ""total"": 56.58}"
./data/receipts/restaurants\1002-receipt.jpg,"8 Crsh Fe

SubTotal 5.98
Total 161

Acct = XXKKNKKK297¢

|

ORIVE THRU

MOBILE
ORDERING

ij IS HERE

S$. | stove NO Aww
","{""shop"": ""Drive Thru"", ""datetime"": null, ""items"": [{""name"": ""8 Crsh Fe"", ""quantity"": 1, ""unitprice"": 5.98, ""amount"": 5.98, ""category"": ""beverages: non - alcholic""}], ""total"": 161.0}"
./data/receipts/restaurants\1003-receipt.jpg,,"{""location"": ""4070 Middlefield Rd, Palo Alto, CA 94303"", ""shop"": ""Trader Joe's"", ""datetime"": ""09/14/23 19:42:55"", ""items"": [{""name"": ""Organic Bananas"", ""quantity"": 1, ""unitprice"": 0.19, ""amount"": 0.95, ""category"": ""produce""}, {""name"": ""Almond Milk"", ""quantity"": 1, ""unitprice"": 2.79, ""amount"": 2.79, ""category"": ""dairy""}, {""name"": ""Frozen Pizza"", ""quantity"": 1, ""unitprice"": 4.99, ""amount"": 4.99, ""category"": ""grains_and_bakery""}, {""name"": ""Dark Chocolate"", ""quantity"": 1, ""unitprice"": 1.99, ""amount"": 1.99, ""category"": ""snacks_and_sweets""}, {""name"": ""Shampoo"", ""quantity"": 1, ""unitprice"": 3.49, ""amount"": 3.49, ""category"": ""health_and_personal_care""}], ""total"": 14.21}"
./data/receipts/restaurants\1004-receipt.jpg,"SOLDEN BOWL TERI

eS “-RIYAK I

” 8510 GARFIELD AVE.

SOUTH GATE, CA. 90280
TEL: (832) g28-s999

REG 0&-18-2019 11:19 AM
Manager1 MC #01 000141

ORDER# ooOoO141

1 #1 CHKN PLATE $8.39
1 + AVOCADO $1.95
1 MD. DRINK $2.29
*kKHE RE:

ae $1. 40
TOTAL. $1IS.03
cam $20. 00
CG “ea

","{""location"": ""8510 GARFIELD AVE, SOUTH GATE, CA 90280"", ""shop"": ""SOLDEN BOWL"", ""datetime"": ""08-18-2019 11:19 AM"", ""items"": [{""name"": ""#1 CHKN PLATE"", ""quantity"": 1, ""unitprice"": 8.39, ""amount"": 8.39, ""category"": ""chicken_and_meat""}, {""name"": ""AVOCADO"", ""quantity"": 1, ""unitprice"": 1.95, ""amount"": 1.95, ""category"": ""produce""}, {""name"": ""MD. DRINK"", ""quantity"": 1, ""unitprice"": 2.29, ""amount"": 2.29, ""category"": ""beverages""}], ""total"": 15.03}"
./data/receipts/restaurants\1005-receipt.jpg,"21.00
10,00

Rye 10yr (2 @20.00) 40,00

Sirloin

Total

Balance Due

SUGGESTED TIP

34.00
5.00

167.00
12,94

179.94
179.94

","{""items"": [{""name"": ""Rye 10yr"", ""quantity"": 2, ""unitprice"": 20.0, ""amount"": 40.0, ""category"": ""alcholic_beverages""}, {""name"": ""Sirloin"", ""quantity"": 1, ""unitprice"": 34.0, ""amount"": 34.0, ""category"": ""chicken_and_meat""}], ""total"": 179.94, ""balance_due"": 179.94, ""tip_suggestion"": {""5_percent"": 8.35, ""10_percent"": 16.7, ""15_percent"": 25.49}}"
./data/receipts/restaurants\1006-receipt.jpg,"Glenmont Rot
Phity R
Sp Tuna

32075,
sise5
$650
$550
","{""location"": ""Glenmont Rot"", ""shop"": ""Phity R"", ""items"": [{""name"": ""Sp Tuna"", ""quantity"": 1, ""unitprice"": 5.5, ""amount"": 5.5, ""category"": ""misc""}], ""total"": 5.5}"
./data/receipts/restaurants\1007-receipt.jpg,"ee

Katana Sushi
28616 Hewitt Ave
Everett, WA 96201
425-512-9361
HAA KAA AK.

Server: Michael C
05/11/16 6:47 PH

Check #93 Table D2
Hamachi Collar $12.00
Mega Poke Bowl $17.00
Hamachi - Sashimi $12.00
Maguro - Sashimi $11.00
Salmon - Sashimi $10.00
3 Sockeye Salmon - Sashimi
$36.00
Hamachi Japapeno $12.00
Salmon Collar $10.00
Escolar - Sashimi $11.00
Subtotal $131.00
Tax nee Til
Total $143.71

2K KOK KK I5%, ad

Thank You for your visit.
","{""location"": ""28616 Hewitt Ave, Everett, WA 96201"", ""shop"": ""Katana Sushi"", ""datetime"": ""05/11/16 6:47 PM"", ""items"": [{""name"": ""Hamachi Collar"", ""quantity"": 1, ""unitprice"": 12.0, ""amount"": 12.0, ""category"": ""chicken_and_meat""}, {""name"": ""Mega Poke Bowl"", ""quantity"": 1, ""unitprice"": 17.0, ""amount"": 17.0, ""category"": ""misc""}, {""name"": ""Hamachi Sashimi"", ""quantity"": 1, ""unitprice"": 12.0, ""amount"": 12.0, ""category"": ""chicken_and_meat""}, {""name"": ""Maguro Sashimi"", ""quantity"": 1, ""unitprice"": 11.0, ""amount"": 11.0, ""category"": ""chicken_and_meat""}, {""name"": ""Salmon Sashimi"", ""quantity"": 1, ""unitprice"": 10.0, ""amount"": 10.0, ""category"": ""chicken_and_meat""}, {""name"": ""Sockeye Salmon Sashimi"", ""quantity"": 3, ""unitprice"": 12.0, ""amount"": 36.0, ""category"": ""chicken_and_meat""}, {""name"": ""Hamachi Japapeno"", ""quantity"": 1, ""unitprice"": 12.0, ""amount"": 12.0, ""category"": ""chicken_and_meat""}, {""name"": ""Salmon Collar"", ""quantity"": 1, ""unitprice"": 10.0, ""amount"": 10.0, ""category"": ""chicken_and_meat""}, {""name"": ""Escolar Sashimi"", ""quantity"": 1, ""unitprice"": 11.0, ""amount"": 11.0, ""category"": ""chicken_and_meat""}], ""subtotal"": 131.0, ""total"": 143.71}"
./data/receipts/restaurants\1008-receipt.jpg,"Dona Mercedes Restaurant
1030 1/2 San Fernando Rd
San Fernando CA 91341

Vero
CENTERL

1 CHicharon $225
3 Pupusa Queso $6.75
1 Platanos Orden $7.75
1 Diet coke $1.50
2 Quesadilla salvadorena $4.00

SUBTOTAL: $22.25
TAX: $2.22

TOTAL: $24.47
TIP SUGGESTIONS
18%: $4.40

20%: $4.89
25%: $6.12

Thank You!

","{""location"": ""1030 1/2 San Fernando Rd, San Fernando CA 91341"", ""shop"": ""Dona Mercedes Restaurant"", ""datetime"": null, ""items"": [{""name"": ""CHicharon"", ""quantity"": 1, ""unitprice"": 2.25, ""amount"": 2.25, ""category"": ""misc""}, {""name"": ""Pupusa Queso"", ""quantity"": 3, ""unitprice"": 2.25, ""amount"": 6.75, ""category"": ""misc""}, {""name"": ""Platanos Orden"", ""quantity"": 1, ""unitprice"": 7.75, ""amount"": 7.75, ""category"": ""misc""}, {""name"": ""Diet coke"", ""quantity"": 1, ""unitprice"": 1.5, ""amount"": 1.5, ""category"": ""beverages""}, {""name"": ""Quesadilla salvadorena"", ""quantity"": 2, ""unitprice"": 2.0, ""amount"": 4.0, ""category"": ""misc""}], ""total"": 24.47}"
./data/receipts/restaurants\1009-receipt.jpg,"ophtlia Past
ater b

“ib
us py gro
go0a1e/Fagebook/ yelp /T rip
havior
Server: PM BAR P
06/09/19 4:26 py
Check 14 Table 21
Steak Tip Skevers $
Piatto Gorgonzola 3
Root Beer
jubtotal $
ak
Total

","{""location"": ""UNKNOWN"", ""shop"": ""UNKNOWN"", ""datetime"": ""06/09/19 4:26 PM"", ""items"": [{""name"": ""Steak Tip Skewers"", ""quantity"": 1, ""unitprice"": ""UNKNOWN"", ""amount"": ""UNKNOWN"", ""category"": ""chicken_and_meat""}, {""name"": ""Piatto Gorgonzola"", ""quantity"": 1, ""unitprice"": ""UNKNOWN"", ""amount"": 3.0, ""category"": ""dairy""}, {""name"": ""Root Beer"", ""quantity"": 1, ""unitprice"": ""UNKNOWN"", ""amount"": ""UNKNOWN"", ""category"": ""beverages""}], ""total"": ""UNKNOWN""}"
./data/receipts/restaurants\1010-receipt.jpg,"Friendly Red's
of Windham

22 Haverhill Rd
Windham NH
603-437-7251

Server: Giancarlo
104/1

Guests: 2
Reprint #: 1

Cadillac Margarita (2 @14. 00)
Patron Silver

Maryland Crab Cakes

Chicken Caprese

Chix Parm Sandwich

Bud Light (2 @3. 70)

Subtotal
Tax

Total
Balance Due

Join us on
Facebook &

Spee es,

07/21/2018
12:56 PM
10076

28. 00

14.00
12.00
10. 00
7.40

71.40
6.43

77.83
oS
","{""location"": ""22 Haverhill Rd, Windham NH"", ""shop"": ""Friendly Red's of Windham"", ""datetime"": ""07/21/2018 12:56 PM"", ""items"": [{""name"": ""Cadillac Margarita"", ""quantity"": 2, ""unitprice"": 14.0, ""amount"": 28.0, ""category"": ""alcholic_beverages""}, {""name"": ""Maryland Crab Cakes"", ""quantity"": 1, ""unitprice"": 14.0, ""amount"": 14.0, ""category"": ""chicken_and_meat""}, {""name"": ""Chicken Caprese"", ""quantity"": 1, ""unitprice"": 12.0, ""amount"": 12.0, ""category"": ""chicken_and_meat""}, {""name"": ""Chix Parm Sandwich"", ""quantity"": 1, ""unitprice"": 10.0, ""amount"": 10.0, ""category"": ""chicken_and_meat""}, {""name"": ""Bud Light"", ""quantity"": 2, ""unitprice"": 3.7, ""amount"": 7.4, ""category"": ""alcholic_beverages""}], ""total"": 77.83}"
./data/receipts/restaurants\1011-receipt.jpg,"Pulled Pork Sand $8.50
*Reg $0.00
Creamed Corn[Small] $3.35
Mac & Cheese[sm] $4.20
Cake[Slice] $3.95

$2.25

Subtotal $59.11
CA Sales Tax $5.32

Total $64.43
Wells Fargo $64.43

Change $0.00
Thank You for Visiting

Please visit our website
www. smokecitymarket.com

Enjoy our BBQ? 'Like' us on
facebook and Yelp
Please rate us on Zagat
WW .Zagat com/r/smoke-city-market-van-nuy

","{""shop"": ""Smoke City Market"", ""location"": """", ""datetime"": """", ""items"": [{""name"": ""Pulled Pork Sand"", ""quantity"": 1, ""unitprice"": 8.5, ""amount"": 8.5, ""category"": ""chicken_and_meat""}, {""name"": ""Creamed Corn [Small]"", ""quantity"": 1, ""unitprice"": 3.35, ""amount"": 3.35, ""category"": ""produce""}, {""name"": ""Mac & Cheese [sm]"", ""quantity"": 1, ""unitprice"": 4.2, ""amount"": 4.2, ""category"": ""dairy""}, {""name"": ""Cake [Slice]"", ""quantity"": 1, ""unitprice"": 3.95, ""amount"": 3.95, ""category"": ""snacks_and_sweets""}], ""subtotal"": 59.11, ""tax"": 5.32, ""total"": 64.43, ""payment_method"": ""Wells Fargo""}"
./data/receipts/restaurants\1012-receipt.jpg,"#14
HP Pho Ga
8930 Mission Dr. #102
Rosemead ,CA 91770
Phone (626) 288- }-9999

bate: Apr 01, 2019 Time; 05:12PM
Server: Admin

Bill; 59980 Table : 14

1 Pho Ga (Small) 8.00

1 Pho Ga (Large) 9.00

1 oor Cuon 5.25
“Subtotal 22.25
TAX 21
Total 24.36
8. Service Charge 40% 8.90

Total $33 26

Suggested Tip : 15% (3,65)
18% (4.38)
20% (4.87)

Open Time : Apr 01, 2019 04:39PM

Printed By : Admin

Thank you for Coming !
","{""location"": ""8930 Mission Dr. #102, Rosemead, CA 91770"", ""shop"": ""HP Pho Ga"", ""phone"": ""(626) 288-9999"", ""datetime"": ""04/01/2019 05:12PM"", ""items"": [{""name"": ""Pho Ga (Small)"", ""quantity"": 1, ""unitprice"": 8.0, ""amount"": 8.0, ""category"": ""misc""}, {""name"": ""Pho Ga (Large)"", ""quantity"": 1, ""unitprice"": 9.0, ""amount"": 9.0, ""category"": ""misc""}, {""name"": ""Goi Cuon"", ""quantity"": 1, ""unitprice"": 5.25, ""amount"": 5.25, ""category"": ""misc""}], ""subtotal"": 22.25, ""tax"": 2.11, ""total"": 24.36, ""service_charge"": 8.9, ""final_total"": 33.26, ""suggested_tip"": {""15%"": 3.65, ""18%"": 4.38, ""20%"": 4.87}}"
./data/receipts/restaurants\1013-receipt.jpg,"ALBETOS
MEXICAN FOOD
11732 ARTESIA BLVD.

ARTESIA,CA.
Ph: (562) 860-2530
PHONE ORDERS WELCOME

ORDER # 01029

3 ASADA TACO
ATM CHARGE

SUBTOTAL
TAX TOTAL
TOTAL

nAna

ATM ‘
RECALL  —:636
","{""location"": ""11732 ARTESIA BLVD, ARTESIA, CA"", ""shop"": ""ALBETOS MEXICAN FOOD"", ""items"": [{""name"": ""ASADA TACO"", ""quantity"": 3, ""category"": ""chicken_and_meat""}], ""total"": null}"
./data/receipts/restaurants\1014-receipt.jpg,"Be sitar ner Blyd
15700 Be ower Bly
Bellflower, CA 90706

Nathalie

2 Enchi Omelete
SHREDDED BEEF

1 Open Food
SHREDDED BEEG

1 Open Food

1 Hashbrowns Side
Hashbrowns Side
ane 2

","{""location"": ""15700 Beower Blvd, Bellflower, CA 90706"", ""shop"": ""Nathalie"", ""items"": [{""name"": ""Enchi Omelete SHREDDED BEEF"", ""quantity"": 2, ""category"": ""misc""}, {""name"": ""Open Food SHREDDED BEEF"", ""quantity"": 1, ""category"": ""misc""}, {""name"": ""Open Food"", ""quantity"": 1, ""category"": ""misc""}, {""name"": ""Hashbrowns Side"", ""quantity"": 1, ""category"": ""misc""}]}"
./data/receipts/restaurants\1015-receipt.jpg,"7285 Roswel]

Sandy

TRADING COMPANY
tr adingcompany -Ccom
Road

Springs, Georgia
30328

T10=395""909

Nice sail

TDI: 40

ewe.

Shrimp Entree

Chk :202524
/10/2017 6:23 pm

2.50
21.09

Mac n Cheese
French Fries

BBO & Blue
Discount

Sprite

Lobster Rol

Chz chips
‘BBQ & Blue Chz

]

6.00
-6.00

Sub

State Tax

Tota

Total

Due

1/2 Priced Oysters on the Half Shel]. 4-
6 pm daily

","{""location"": ""7285 Roswell Road, Sandy Springs, Georgia 30328"", ""shop"": ""TRADING COMPANY"", ""datetime"": ""10/10/2017 6:23 pm"", ""items"": [{""name"": ""Shrimp Entree"", ""quantity"": 1, ""unitprice"": null, ""amount"": 21.09, ""category"": ""chicken_and_meat""}, {""name"": ""Mac n Cheese"", ""quantity"": 1, ""unitprice"": null, ""amount"": null, ""category"": ""dairy""}, {""name"": ""French Fries"", ""quantity"": 1, ""unitprice"": null, ""amount"": 2.5, ""category"": ""snacks_and_sweets""}, {""name"": ""Sprite"", ""quantity"": 1, ""unitprice"": null, ""amount"": null, ""category"": ""beverages""}, {""name"": ""Lobster Roll"", ""quantity"": 1, ""unitprice"": null, ""amount"": null, ""category"": ""chicken_and_meat""}, {""name"": ""Chz Chips"", ""quantity"": 1, ""unitprice"": null, ""amount"": null, ""category"": ""snacks_and_sweets""}], ""discounts"": [{""name"": ""BBQ & Blue Discount"", ""amount"": -6.0}], ""subtotal"": null, ""tax"": null, ""total"": null, ""due"": null}"
./data/receipts/restaurants\1016-receipt.jpg,"Chef Wang
1902 Jericho Tumpike
New Hyde Park NY 11040
Tel: 516 354.2858 Fax 516.776.0587

[ AS ]
Dine In # 1022
Server: lily

02/02/19
Person :

| $5.25
| $9.95
$8.75
$8.75

Little Juicy Pork Buns
| Beef w Bak Choy (L)
| Hunan Beef (1)

SubTotal
Sales Tax

Total $35.52

Thank You
Have A Nice Day

","{""location"": ""1902 Jericho Tumpike, New Hyde Park NY 11040"", ""shop"": ""Chef Wang"", ""datetime"": ""02/02/19"", ""items"": [{""name"": ""Little Juicy Pork Buns"", ""quantity"": 1, ""unitprice"": 5.25, ""amount"": 5.25, ""category"": ""misc""}, {""name"": ""Beef w Bak Choy (L)"", ""quantity"": 1, ""unitprice"": 9.95, ""amount"": 9.95, ""category"": ""misc""}, {""name"": ""Hunan Beef (1)"", ""quantity"": 1, ""unitprice"": 8.75, ""amount"": 8.75, ""category"": ""misc""}], ""total"": 35.52}"
./data/receipts/restaurants\1017-receipt.jpg,"UMIX
4327 N. Expressway 77/83
956-350-8686
Brownsville, TX 78521

956-543-5089
Ticket oe User : KRIST
Station Sales Rep KRIST
ean 6:30:31 PM
Item Qty Price Total

Description

","{""location"": ""4327 N. Expressway 77/83, Brownsville, TX 78521"", ""shop"": ""UMIX"", ""datetime"": ""N/A"", ""items"": [], ""total"": 0.0}"
./data/receipts/restaurants\1018-receipt.jpg,"it 12:49 PM

Zi ar Ake
YOUR GUEST NUMBER IS
12

IN-N-QUT BURGER SANTA CLARA
2012-04-27 12:48 PM
176 1 262 1110

Cashier: KEVIN DU

Check : 12

red
ye 2.00
W GR X LX TM Inst pro

Counter-—Take Out

TAX 8.25% =
A -
mount Due soilee
Cash Tend
mad $3.00

Change

9012-04-27 8 LI 7]
","{""location"": ""IN-N-OUT BURGER SANTA CLARA"", ""datetime"": ""2012-04-27 12:48 PM"", ""cashier"": ""KEVIN DU"", ""items"": [{""name"": ""red"", ""quantity"": 1, ""unitprice"": 2.0, ""amount"": 2.0, ""category"": ""misc""}], ""tax"": 0.165, ""total"": 2.165, ""cash_tendered"": 3.0, ""change"": 0.835}"
./data/receipts/restaurants\1019-receipt.jpg,"ta Piczria& ave

20
500
6.00
0:00
7.00
0.00
12:50

10,00

43.00
2.58

$6.8

» Tidet #:

5/12/2017 7:4

a«
8:12 PX

","{""location"": null, ""shop"": null, ""datetime"": ""5/12/2017 7:47 AM"", ""items"": [], ""total"": 43.0}"
./data/receipts/restaurants\1020-receipt.jpg,"Deocan Spice
‘71 Newark Avenue
Jersey City Local, NJ 07306
(201) 604-1772

Server: Com Station: 6
Order #: 0110 wae

? Dine In
Table: fs a Guests: 6
1 Dal Fry ; ~~ 10.99
1 Paneer Butter Masala 2.83
2 rice 3.98

an Special Biryani 14,99

line Offer

SUB TOTAL:
Tax 1:

TOTAL
18% TIPS:

TOTAL:

7/26/2019 10:56:49 PM

Jobb bob eR ERE REAR arr
accepted once order
‘ems ONLY.

ARE
No returns or cancellations
is placed. Exchange only for faulty it

SERRE ERD ERE EEO EO SOE EE PEE

AWM

","{""location"": ""71 Newark Avenue, Jersey City, NJ 07306"", ""shop"": ""Deocan Spice"", ""contact"": ""(201) 604-1772"", ""datetime"": ""7/26/2019 10:56:49 PM"", ""order"": {""server"": ""Com"", ""station"": ""6"", ""order_number"": ""0110""}, ""dine_type"": ""Dine In"", ""table"": ""fs"", ""guests"": 6, ""items"": [{""name"": ""Dal Fry"", ""quantity"": 1, ""unitprice"": 10.99, ""category"": ""condiments_and_spices""}, {""name"": ""Paneer Butter Masala"", ""quantity"": 1, ""unitprice"": 2.83, ""category"": ""condiments_and_spices""}, {""name"": ""Rice"", ""quantity"": 2, ""unitprice"": 1.99, ""category"": ""grains_and_bakery"", ""amount"": 3.98}, {""name"": ""Special Biryani"", ""quantity"": 1, ""unitprice"": 14.99, ""category"": ""grains_and_bakery""}], ""total"": null}"
./data/receipts/restaurants\1021-receipt.jpg,"HAWW/I ETHIOPIAN RESTAU
1125 QUEEN ST

ALEXANDRIA, VA 22314 4
7037179740
Piss ORDER: Table 2
: Dine In

Cashier: Mosa ae
13-Jul-2018 8:53:47P
Transaction 000016
Guest 1
1 26.Fish Goulash
7 30.Dullet
1 34. Vegetarian Dish ,

Subtotal

","{""location"": ""1125 QUEEN ST, ALEXANDRIA, VA 22314"", ""shop"": ""HAWW/I ETHIOPIAN RESTAU"", ""datetime"": ""13/07/2018 20:53:47"", ""items"": [{""name"": ""Fish Goulash"", ""quantity"": 1, ""category"": ""chicken_and_meat""}, {""name"": ""Dullet"", ""quantity"": 7, ""category"": ""chicken_and_meat""}, {""name"": ""Vegetarian Dish"", ""quantity"": 1, ""category"": ""produce""}], ""total"": null}"
./data/receipts/restaurants\1022-receipt.jpg,"Pep: yh. 37.37

wu

","{""location"": """", ""shop"": """", ""datetime"": """", ""items"": [], ""total"": 37.37}"
./data/receipts/restaurants\1023-receipt.jpg,"Thai

GUST@

Thai Gusto Restaurant
2011 Hewitt Ave
Everett WA 98201
Tel. 425-252-3525 Fax. 425-252-3525.

Welcome to Thai Gusto

Table 4
Date: 6/16/2017 12:36 PM
Server: PRACH (7.1)

Chang (26$3.50)
#114 Garlic Delight

[Chicken] [5**###] [Smal] Brown Rice]
$10

#128 Red Curry
[Chicken] [5***+*] [Smal] Brown Rice]

Total 4 item(s)
Sales Tax

Grand Total

Tip Guide
75¥=$4.52, 18%=$5.43, 20%=$6 03
Thank you very much.
Come back again.

- GUEST CHECK -
This is not a receipt.

","{""location"": ""2011 Hewitt Ave, Everett WA 98201"", ""shop"": ""Thai Gusto Restaurant"", ""tel"": ""425-252-3525"", ""datetime"": ""6/16/2017 12:36 PM"", ""server"": ""PRACH (7.1)"", ""items"": [{""name"": ""Chang"", ""quantity"": 1, ""unitprice"": 3.5, ""amount"": 3.5, ""category"": ""alcholic_beverages""}, {""name"": ""Garlic Delight with Chicken and Small Brown Rice"", ""quantity"": 1, ""unitprice"": 10.0, ""amount"": 10.0, ""category"": ""chicken_and_meat""}, {""name"": ""Red Curry with Chicken and Small Brown Rice"", ""quantity"": 1, ""unitprice"": 0.0, ""amount"": 0.0, ""category"": ""chicken_and_meat""}], ""sales_tax"": 0.0, ""grand_total"": 13.5, ""tip_guide"": {""15%"": 4.52, ""18%"": 5.43, ""20%"": 6.03}}"
./data/receipts/restaurants\1024-receipt.jpg,"New Asia Buffet
14727.5 Rinaldi st
San Fernando, CA 91340
Te} ;(818)898-0880

WeekEnd Dinner
Date: ov-15-06-N Tine

Server

Tb#: D4

No. of Guest

Weeken Dinner
Coke

AMOUNT : 31.12
TAX(Sk) : 2.80

TOTAL : 33.92

THANK YOU VERY MUCH,

","{""location"": ""14727.5 Rinaldi St, San Fernando, CA 91340"", ""shop"": ""New Asia Buffet"", ""datetime"": ""Invalid Date"", ""items"": [{""name"": ""Weekend Dinner"", ""quantity"": 1, ""unitprice"": null, ""amount"": 31.12, ""category"": ""misc""}, {""name"": ""Coke"", ""quantity"": 1, ""unitprice"": null, ""amount"": null, ""category"": ""beverages""}], ""total"": 33.92}"
./data/receipts/restaurants\1025-receipt.jpg,"McDonald’: es ata tt foe
1617 N ESST

LOS ANGEL ¢ } ""963
TEL 22)
Ka# 2 ee 742019 03:08 PM
Sidel Order 97
1 Dbl Qtr Chees: iy. 99

Special Reque: t
ADD Leaf Lettic»
ADD Mac Sauce

Subtotal 6.64
Tax 0.63
Take-Out Total teal
Cashle3s 1G
0.00

Change

WER# 439206
CARD. TSSUER
AIW DEBIT CARD fi) se tik
TRANSACTION AMO b | 1.27
CHIP READ

AUTHORIZATION G1: ~ 31: 34

$e 038988
AID; av00000004;

McDonald's now avai ak 2 or JberEATS
","{""shop"": ""McDonald's"", ""location"": ""1617 N ESST LOS ANGELES"", ""datetime"": ""03/08 03:08 PM"", ""items"": [{""name"": ""Dbl Qtr Cheese"", ""quantity"": 1, ""unitprice"": 6.64, ""amount"": 6.64, ""category"": ""misc"", ""special_request"": [""ADD Leaf Lettuce"", ""ADD Mac Sauce""]}], ""subtotal"": 6.64, ""tax"": 0.63, ""total"": 7.27, ""payment_type"": ""card"", ""transaction_amount"": 7.27, ""misc"": {""order_number"": 97, ""cashless_tender"": ""1G"", ""chip_read"": true, ""authorization_code"": ""31:34""}}"
./data/receipts/restaurants\1027-receipt.jpg,"MAIO, HAWAII
Longboards
92-161 Haipahe Place
Kapolei, HI 96707
(808) 679-4700

Server: Elijah J 01/11/2019
Check: 24016 12:46 PM
Table: 44/0 Dine In
Item Price
Green Salad 8,00
Ranch
Wagyu Cheeseburger 19.00
Medium Wel]
Garlic Fries 2.00
ADD RAW ONIONS& BACON PLZ
Drink of the Day 9,75
Tea 4.00
Subtotal $42.75
Shana Discount Breakfast -3,30
HI HNLKO 4.712% GET 1.86
Tota] $41.31

Gratuity MBB 3,00

Total 77a

","{""location"": ""92-161 Haipahe Place, Kapolei, HI 96707"", ""shop"": ""Longboards"", ""datetime"": ""01/11/2019 12:46 PM"", ""items"": [{""name"": ""Green Salad"", ""quantity"": 1, ""unitprice"": 8.0, ""amount"": 8.0, ""category"": ""produce""}, {""name"": ""Wagyu Cheeseburger"", ""quantity"": 1, ""unitprice"": 19.0, ""amount"": 19.0, ""category"": ""chicken_and_meat""}, {""name"": ""Garlic Fries"", ""quantity"": 1, ""unitprice"": 2.0, ""amount"": 2.0, ""category"": ""snacks_and_sweets""}, {""name"": ""Drink of the Day"", ""quantity"": 1, ""unitprice"": 9.75, ""amount"": 9.75, ""category"": ""beverages""}, {""name"": ""Tea"", ""quantity"": 1, ""unitprice"": 4.0, ""amount"": 4.0, ""category"": ""beverages""}], ""subtotal"": 42.75, ""discount"": -3.3, ""tax"": 1.86, ""total"": 41.31, ""gratuity"": 3.0}"
./data/receipts/restaurants\1028-receipt.jpg,"ek ab Rot a VS de and acd Eh

UGLAS BURGERS 415

11aa5 aeninaton Bl

voitter, Calif sos
(G82) 685-7484

eck 20018

2/0/18
ies © r
fanerican che 9.0
S9r11 enienst
1/918 ZUCDKINI 249

Rasoberry Ice Te

“¥ Sesane bun ¢
REGULARS

1 add avocado

Sibel
Tax
*DRV THRU

Cash
","{""location"": ""1155 Washington Blvd, Suitter, Calif 90815"", ""shop"": ""DOUGLAS BURGERS"", ""datetime"": ""02/20/18"", ""items"": [{""name"": ""american cheese burger"", ""quantity"": 1, ""unitprice"": 9.0, ""amount"": 9.0, ""category"": ""chicken_and_meat""}, {""name"": ""zucchini"", ""quantity"": 1, ""unitprice"": 2.49, ""amount"": 2.49, ""category"": ""produce""}, {""name"": ""raspberry ice tea"", ""quantity"": 1, ""category"": ""beverages""}, {""name"": ""sesame bun"", ""quantity"": 1, ""category"": ""grains_and_bakery""}, {""name"": ""add avocado"", ""quantity"": 1, ""category"": ""produce""}], ""total"": null}"
./data/receipts/restaurants\1029-receipt.jpg,"RINCON MEXICANO
99 BROADWAY
SOMERVILLE, MA 02145
6179661387
ORDER: 45
Dine In
Cashier: LORENZO REYES
09-May-2017 7:19:46P

Arroz
Taco De Pescado

2

2

2 Taco Tuesday Pollo
1 Taco D Carne Asada
1 Taco D Chorizo

1

u

1

1

1

Taco Tuesday Pastor

Horchata
Taco Tuesday Pollo

Taco D Cochinita
Taco D Carnitas

Subtotal
Tax

Total
Order 7JTOG77X6ANR8

","{""location"": ""99 BROADWAY, SOMERVILLE, MA 02145"", ""shop"": ""RINCON MEXICANO"", ""datetime"": ""2017-05-09T19:19:46"", ""items"": [{""name"": ""Arroz"", ""quantity"": 1, ""category"": ""grains_and_bakery""}, {""name"": ""Taco De Pescado"", ""quantity"": 2, ""category"": ""chicken_and_meat""}, {""name"": ""Taco Tuesday Pollo"", ""quantity"": 3, ""category"": ""chicken_and_meat""}, {""name"": ""Taco D Carne Asada"", ""quantity"": 1, ""category"": ""chicken_and_meat""}, {""name"": ""Taco D Chorizo"", ""quantity"": 1, ""category"": ""chicken_and_meat""}, {""name"": ""Taco Tuesday Pastor"", ""quantity"": 1, ""category"": ""chicken_and_meat""}, {""name"": ""Horchata"", ""quantity"": 1, ""category"": ""beverages""}, {""name"": ""Taco D Cochinita"", ""quantity"": 1, ""category"": ""chicken_and_meat""}, {""name"": ""Taco D Carnitas"", ""quantity"": 1, ""category"": ""chicken_and_meat""}], ""total"": null}"
